Time,Little Error
10.00,0.00000000000000044409
20.00,0.00000000000000310862
30.00,0.00000000000000310862
40.00,0.00000000000001332268
50.00,0.00000000000000355271
60.00,0.00000000000001421085
70.00,0.00000000000000177636
80.00,0.00000000000000000000
90.00,0.00000000000001421085
100.00,0.00000000000000355271
110.00,0.00000000000004263256
120.00,0.00000000000000710543
130.00,0.00000000000000355271
140.00,0.00000000000003197442
150.00,0.00000000000007105427
160.00,0.00000000000012079227
170.00,0.00000000000004618528
180.00,0.00000000000006217249
190.00,0.00000000000003907985
200.00,0.00000000000001776357
210.00,0.00000000000000710543
220.00,0.00000000000008171241
230.00,0.00000000000003552714
240.00,0.00000000000006394885
250.00,0.00000000000008526513
260.00,0.00000000000000710543
270.00,0.00000000000017763568
280.00,0.00000000000025224267
290.00,0.00000000000020961011
300.00,0.00000000000020961011
310.00,0.00000000000018118840
320.00,0.00000000000028776981
330.00,0.00000000000034106051
340.00,0.00000000000044764192
350.00,0.00000000000062527761
360.00,0.00000000000060396133
370.00,0.00000000000063593575
380.00,0.00000000000023803182
390.00,0.00000000000005684342
400.00,0.00000000000010658141
410.00,0.00000000000023447910
420.00,0.00000000000034106051
430.00,0.00000000000036237680
440.00,0.00000000000033395509
450.00,0.00000000000031974423
460.00,0.00000000000029132252
470.00,0.00000000000031263880
480.00,0.00000000000032684966
490.00,0.00000000000040500936
500.00,0.00000000000054001248
510.00,0.00000000000049027449
520.00,0.00000000000075317530
530.00,0.00000000000055422333
540.00,0.00000000000017763568
550.00,0.00000000000029842795
560.00,0.00000000000030553338
570.00,0.00000000000029842795
580.00,0.00000000000030553338
590.00,0.00000000000027711167
600.00,0.00000000000037658765
610.00,0.00000000000039079850
620.00,0.00000000000027711167
630.00,0.00000000000051869620
640.00,0.00000000000066080474
650.00,0.00000000000054001248
660.00,0.00000000000068212103
670.00,0.00000000000054711791
680.00,0.00000000000054711791
690.00,0.00000000000051159077
700.00,0.00000000000048316906
710.00,0.00000000000051869620
720.00,0.00000000000081001872
730.00,0.00000000000078159701
740.00,0.00000000000117950094
750.00,0.00000000000132160949
760.00,0.00000000000156319402
770.00,0.00000000000179056769
780.00,0.00000000000166977543
790.00,0.00000000000172661885
800.00,0.00000000000206057393
810.00,0.00000000000223110419
820.00,0.00000000000206057393
830.00,0.00000000000258637556
840.00,0.00000000000263611355
850.00,0.00000000000290611979
860.00,0.00000000000296296321
870.00,0.00000000000316902060
880.00,0.00000000000341060513
890.00,0.00000000000321165317
900.00,0.00000000000315480975
910.00,0.00000000000270006240
920.00,0.00000000000234479103
930.00,0.00000000000198951966
940.00,0.00000000000223820962
950.00,0.00000000000228794761
960.00,0.00000000000240163445
970.00,0.00000000000274980039
980.00,0.00000000000274269496
990.00,0.00000000000316191517
1000.00,0.00000000000274269496
1010.00,0.00000000000250821586
1020.00,0.00000000000257927013
1030.00,0.00000000000335376171
1040.00,0.00000000000339639428
1050.00,0.00000000000381561449
1060.00,0.00000000000432720526
1070.00,0.00000000000402167188
1080.00,0.00000000000397193389
1090.00,0.00000000000368771680
1100.00,0.00000000000328981287
1110.00,0.00000000000307665005
1120.00,0.00000000000296296321
1130.00,0.00000000000328270744
1140.00,0.00000000000344613227
1150.00,0.00000000000351718654
1160.00,0.00000000000335376171
1170.00,0.00000000000338218342
1180.00,0.00000000000365929509
1190.00,0.00000000000304822834
1200.00,0.00000000000342481599
1210.00,0.00000000000294164693
1220.00,0.00000000000279953838
1230.00,0.00000000000255795385
1240.00,0.00000000000256505928
1250.00,0.00000000000260769184
1260.00,0.00000000000231636932
1270.00,0.00000000000221689334
1280.00,0.00000000000240873987
1290.00,0.00000000000198241423
1300.00,0.00000000000186872740
1310.00,0.00000000000181898940
1320.00,0.00000000000203925765
1330.00,0.00000000000189004368
1340.00,0.00000000000128608235
1350.00,0.00000000000125766064
1360.00,0.00000000000140687462
1370.00,0.00000000000090238927
1380.00,0.00000000000103028697
1390.00,0.00000000000147792889
1400.00,0.00000000000175504056
1410.00,0.00000000000106581410
1420.00,0.00000000000162714286
1430.00,0.00000000000137134748
1440.00,0.00000000000117950094
1450.00,0.00000000000135003120
1460.00,0.00000000000124344979
1470.00,0.00000000000149213975
1480.00,0.00000000000218847163
1490.00,0.00000000000199662509
1500.00,0.00000000000123634436
1510.00,0.00000000000062527761
1520.00,0.00000000000024158453
1530.00,0.00000000000021316282
1540.00,0.00000000000024868996
1550.00,0.00000000000016342483
1560.00,0.00000000000008526513
1570.00,0.00000000000029842795
1580.00,0.00000000000024158453
1590.00,0.00000000000036237680
1600.00,0.00000000000107291953
1610.00,0.00000000000155608859
1620.00,0.00000000000157029945
1630.00,0.00000000000190425453
1640.00,0.00000000000262900812
1650.00,0.00000000000168398628
1660.00,0.00000000000137134748
1670.00,0.00000000000185451654
1680.00,0.00000000000234479103
1690.00,0.00000000000179767312
1700.00,0.00000000000208899564
1710.00,0.00000000000160582658
1720.00,0.00000000000120081722
1730.00,0.00000000000093791641
1740.00,0.00000000000138555833
1750.00,0.00000000000007815970
1760.00,0.00000000000077449158
1770.00,0.00000000000039079850
1780.00,0.00000000000049027449
1790.00,0.00000000000004973799
1800.00,0.00000000000106581410
1810.00,0.00000000000026290081
1820.00,0.00000000000004973799
1830.00,0.00000000000009947598
1840.00,0.00000000000051159077
1850.00,0.00000000000099475983
1860.00,0.00000000000117950094
1870.00,0.00000000000208189022
1880.00,0.00000000000105870868
1890.00,0.00000000000044764192
1900.00,0.00000000000067501560
1910.00,0.00000000000068922645
1920.00,0.00000000000104449782
1930.00,0.00000000000033395509
1940.00,0.00000000000036948222
1950.00,0.00000000000048316906
1960.00,0.00000000000016342483
1970.00,0.00000000000066791017
1980.00,0.00000000000088107299
1990.00,0.00000000000029132252
2000.00,0.00000000000024158453
2010.00,0.00000000000066791017
2020.00,0.00000000000073896445
2030.00,0.00000000000073185902
2040.00,0.00000000000203925765
2050.00,0.00000000000129318778
2060.00,0.00000000000038369308
2070.00,0.00000000000193978167
2080.00,0.00000000000205346851
2090.00,0.00000000000146371804
2100.00,0.00000000000081712415
2110.00,0.00000000000181188398
2120.00,0.00000000000370903308
2130.00,0.00000000000394351218
2140.00,0.00000000000466826577
2150.00,0.00000000000507327513
2160.00,0.00000000000627409236
2170.00,0.00000000000524380539
2180.00,0.00000000000489563945
2190.00,0.00000000000414246415
2200.00,0.00000000000332534000
2210.00,0.00000000000424904556
2220.00,0.00000000000450484094
2230.00,0.00000000000567013103
2240.00,0.00000000000535038680
2250.00,0.00000000000535749223
2260.00,0.00000000000451905180
2270.00,0.00000000000338928885
2280.00,0.00000000000222399876
2290.00,0.00000000000238031816
2300.00,0.00000000000299849034
2310.00,0.00000000000348165941
2320.00,0.00000000000353850282
2330.00,0.00000000000353139740
2340.00,0.00000000000377298193
2350.00,0.00000000000311928261
2360.00,0.00000000000438404868
2370.00,0.00000000000389377419
2380.00,0.00000000000435562697
2390.00,0.00000000000457589522
2400.00,0.00000000000419220214
2410.00,0.00000000000510169684
2420.00,0.00000000000568434189
2430.00,0.00000000000606092954
2440.00,0.00000000000630961949
2450.00,0.00000000000635935749
2460.00,0.00000000000593303184
2470.00,0.00000000000605382411
2480.00,0.00000000000665778543
2490.00,0.00000000000775202125
2500.00,0.00000000000714095449
2510.00,0.00000000000633093578
2520.00,0.00000000000574829073
2530.00,0.00000000000601119154
2540.00,0.00000000000646593890
2550.00,0.00000000000655120402
2560.00,0.00000000000689936996
2570.00,0.00000000000774491582
2580.00,0.00000000000834177172
2590.00,0.00000000000780175924
2600.00,0.00000000000800071120
2610.00,0.00000000000800781663
2620.00,0.00000000000778044296
2630.00,0.00000000000691358082
2640.00,0.00000000000741806616
2650.00,0.00000000000747490958
2660.00,0.00000000000673594514
2670.00,0.00000000000713384907
2680.00,0.00000000000687805368
2690.00,0.00000000000679278855
2700.00,0.00000000000704147851
2710.00,0.00000000000712674364
2720.00,0.00000000000654409860
2730.00,0.00000000000692779167
2740.00,0.00000000000627409236
2750.00,0.00000000000704858394
2760.00,0.00000000000774491582
2770.00,0.00000000000822097945
2780.00,0.00000000000764543984
2790.00,0.00000000000818545232
2800.00,0.00000000000843414227
2810.00,0.00000000000734701189
2820.00,0.00000000000712674364
2830.00,0.00000000000759570185
2840.00,0.00000000000578381787
2850.00,0.00000000000616751095
2860.00,0.00000000000685673740
2870.00,0.00000000000714095449
2880.00,0.00000000000657962573
2890.00,0.00000000000577671244
2900.00,0.00000000000591171556
2910.00,0.00000000000541433565
2920.00,0.00000000000424904556
2930.00,0.00000000000622435437
2940.00,0.00000000000861177796
2950.00,0.00000000001104183411
2960.00,0.00000000001052313792
2970.00,0.00000000001175948228
2980.00,0.00000000000948574552
2990.00,0.00000000001124789151
3000.00,0.00000000001342925771
3010.00,0.00000000001240607617
3020.00,0.00000000001076472245
3030.00,0.00000000001004707428
3040.00,0.00000000001031708052
3050.00,0.00000000001078603873
3060.00,0.00000000001191580168
3070.00,0.00000000001230660018
3080.00,0.00000000001362820967
3090.00,0.00000000001199396138
3100.00,0.00000000001077182787
3110.00,0.00000000001140421091
3120.00,0.00000000001172395514
3130.00,0.00000000001109867753
3140.00,0.00000000000823519031
3150.00,0.00000000000746780415
3160.00,0.00000000000789412979
3170.00,0.00000000000677147227
3180.00,0.00000000000769517783
3190.00,0.00000000000875388650
3200.00,0.00000000000802913291
3210.00,0.00000000000901678732
3220.00,0.00000000000852651283
3230.00,0.00000000000941469125
3240.00,0.00000000001114841552
3250.00,0.00000000001058708676
3260.00,0.00000000000962785407
3270.00,0.00000000000981259518
3280.00,0.00000000001076472245
3290.00,0.00000000001275424211
3300.00,0.00000000001197264510
3310.00,0.00000000001485034318
3320.00,0.00000000001443112296
3330.00,0.00000000001418953843
3340.00,0.00000000001383426707
3350.00,0.00000000001294608865
3360.00,0.00000000001364242053
3370.00,0.00000000001388400506
3380.00,0.00000000001189448540
3390.00,0.00000000001025313168
3400.00,0.00000000000922284471
3410.00,0.00000000000888178420
3420.00,0.00000000000838440428
3430.00,0.00000000000858335625
3440.00,0.00000000000849809112
3450.00,0.00000000001102051783
3460.00,0.00000000001032418595
3470.00,0.00000000001006839057
3480.00,0.00000000000802913291
3490.00,0.00000000000729727390
3500.00,0.00000000000580513415
3510.00,0.00000000000626698693
3520.00,0.00000000000763833441
3530.00,0.00000000000713384907
3540.00,0.00000000000657252031
3550.00,0.00000000000817834689
3560.00,0.00000000000837019343
3570.00,0.00000000000908073616
3580.00,0.00000000001022470997
3590.00,0.00000000001099920155
3600.00,0.00000000001250555215
3610.00,0.00000000001194422339
